Well API,Well Tier,Well Type,Operator Name,Field,Well Designation,CalGEM District,County,Lease,City,Latitude,Longitude,View in WellFinder,x,y
0403706362,Tier 3,Oil & Gas,Watt Mineral Holdings LLC,Placerita,Albert 8,Northern,Los Angeles,Albert,Los Angeles County,34.37355042,-118.49256897,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706362&config=WellFinder,138600.04899999872,-403622.20210000034
0403706361,Tier 3,Oil & Gas,Watt Mineral Holdings LLC,Placerita,Albert 19,Northern,Los Angeles,Albert,Los Angeles County,34.37284851,-118.49186707,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706361&config=WellFinder,138665.8178000003,-403699.05429999996
0403706313,Tier 4,Core Hole,"Robert S. Lytle, Operator",Any Field,Core Hole B,Southern,Los Angeles,Core Hole,Los Angeles County,33.99612808,-118.01281738,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706313&config=WellFinder,183582.13369999826,-444672.9763000002
0403706312,Tier 4,Core Hole,"Robert S. Lytle, Operator",Any Field,Core Hole A,Southern,Los Angeles,Core Hole,Los Angeles County,33.99415207,-118.01882935,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706312&config=WellFinder,183031.39350000024,-444903.7346000001
0403706258,Inaccessible,Oil & Gas,Winwell Oil Co.,Any Field,1,Southern,Los Angeles,Unspecified,Lawndale,33.88280487,-118.35681152,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706258&config=WellFinder,152024.43140000105,-457848.7609000001
0403706246,Inaccessible,Oil & Gas,Whittier Ext Mutual Water Co.,Any Field,3,Southern,Los Angeles,Unspecified,La Puente,34.041296,-117.974549,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706246&config=WellFinder,187009.90239999816,-439589.0691999998
0403706245,Tier 2,Oil & Gas,Whittier Ext Mutual Water Co.,Any Field,1 OR 2,Southern,Los Angeles,Unspecified,Industry,34.036633,-117.971997,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706245&config=WellFinder,187256.55469999835,-440101.1672
0403706241,Inaccessible,Oil & Gas,Westoil Corp.,Any Field,5,Southern,Los Angeles,Unspecified,Long Beach,33.81559753,-118.201828,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706241&config=WellFinder,166502.7932999991,-465040.7171
0403706235,Inaccessible,Oil & Gas,Westates Petroleum Co.,Any Field,Debaker 2,Southern,Los Angeles,Debaker,Commerce,33.9855957,-118.14784241,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706235&config=WellFinder,171132.6446999982,-446093.59109999985
0403706234,Inaccessible,Oil & Gas,Westates Petroleum Co.,Any Field,Debaker 1,Southern,Los Angeles,Debaker,Commerce,33.98778915,-118.14762878,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706234&config=WellFinder,171147.62739999965,-445849.9528000001
0403706222,Tier 3,Dry Hole,"Walker, Pearson & McGregor",Placerita,Well No. 1,Northern,Los Angeles,Well No.,Los Angeles County,34.38064575,-118.48369598,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706222&config=WellFinder,139403.2039999999,-402821.9483000003
0403706220,Inaccessible,Oil & Gas,Vosburgh Oil Corp.,Any Field,Vosburgh 1,Southern,Los Angeles,Vosburgh,Arcadia,34.13071442,-118.02817535,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706220&config=WellFinder,181853.0454000011,-429776.1535
0403706215,Tier 3,Oil & Gas,Volcano Oil Co.,Any Field,1,Southern,Los Angeles,Unspecified,Palos Verdes Estates,33.80233002,-118.39285278,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706215&config=WellFinder,148841.59939999878,-466829.50989999995
0403706212,Inaccessible,Oil & Gas,Ventura Oil syndicate #1,Any Field,1,Southern,Los Angeles,Unspecified,Los Angeles,34.05396652,-118.22034454,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706212&config=WellFinder,164292.20659999922,-438639.2153000003
0403706208,Inaccessible,Oil & Gas,United States Oil & Royalties Co.,Any Field,2-B,Southern,Los Angeles,Unspecified,Norwalk,33.92520523,-118.08204651,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706208&config=WellFinder,177346.58769999817,-452669.6688000001
0403706207,Inaccessible,Oil & Gas,United States Oil & Royalties Co.,Any Field,2,Southern,Los Angeles,Unspecified,Norwalk,33.92533112,-118.08138275,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706207&config=WellFinder,177407.6719999984,-452654.4670000002
0403706181,Tier 2,Oil & Gas,Union Oil Company of California,Any Field,Meyer 2,Southern,Los Angeles,Meyer,Los Angeles County,33.93061447,-118.04111481,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706181&config=WellFinder,181118.44900000095,-451992.4570000004
0403706180,Tier 2,Oil & Gas,Union Oil Company of California,Any Field,Meyer 1,Southern,Los Angeles,Meyer,Los Angeles County,33.93020248,-118.04176331,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706180&config=WellFinder,181059.44139999896,-452039.38129999954
0403706179,Tier 2,Oil & Gas,Union Oil Company of California,Any Field,Mcnally 1,Southern,Los Angeles,Mcnally,La Mirada,33.89078903,-118.01254272,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706179&config=WellFinder,183852.41070000082,-456353.5959000001
0403706168,Tier 3,Oil & Gas,Union Oil Company of California,Any Field,Bundy 1,Southern,Los Angeles,Bundy,Los Angeles,34.045982359999996,-118.46981049,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706168&config=WellFinder,141278.9112999998,-439926.76910000015
0403706161,Tier 4,Oil & Gas,Tujunga Oil Co.,Any Field,1,Southern,Los Angeles,Unspecified,Los Angeles County,34.31872559,-118.32359314,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706161&config=WellFinder,154242.35110000148,-409443.92090000026
0403706157,Inaccessible,Oil & Gas,Tri-Field Producers Syndicate,Any Field,Tri-Field 1,Southern,Los Angeles,Tri-Field,Norwalk,33.91966629,-118.07132721,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706157&config=WellFinder,178350.11840000004,-453263.7735000001
0403706156,Inaccessible,Oil & Gas,"Tricolor Oil Co., Inc.",Any Field,1,Southern,Los Angeles,Unspecified,Downey,33.95801926,-118.11088562,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706156&config=WellFinder,174607.79100000113,-449084.3585999999
0403706155,Inaccessible,Oil & Gas,Triangle Oil Syndicate #2,Any Field,2,Southern,Los Angeles,Unspecified,Norwalk,33.92499542,-118.06903839,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706155&config=WellFinder,178549.70439999923,-452668.51960000023
0403706053,Inaccessible,Oil & Gas,Supreme Oil & Refining Co.,Any Field,1,Southern,Los Angeles,Unspecified,Los Angeles,34.035189,-118.377236,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706053&config=WellFinder,149845.71449999884,-440981.75069999974
0403706016,Inaccessible,Oil & Gas,Wm Sullivan,Any Field,1,Southern,Los Angeles,Unspecified,Los Angeles,34.10563278,-118.27223969,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706016&config=WellFinder,159397.53860000148,-432997.33770000003
0403706013,Inaccessible,Oil & Gas,Stewart Anderson Syndicates,Any Field,1,Southern,Los Angeles,Unspecified,Norwalk,33.91831207,-118.07299042,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403706013&config=WellFinder,178199.39130000025,-453417.06960000005
0403705939,Inaccessible,Oil & Gas,Spadra Oil Co.,Any Field,7,Southern,Los Angeles,Unspecified,Pomona,34.04808426,-117.80770874,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705939&config=WellFinder,202394.11789999902,-438493.62040000036
0403705938,Inaccessible,Oil & Gas,Spadra Oil Co.,Any Field,2,Southern,Los Angeles,Unspecified,Pomona,34.04738235,-117.81798553,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705938&config=WellFinder,201447.32140000165,-438593.34839999955
0403705936,Inaccessible,Oil & Gas,Southwest Petroleum Corp.,Any Field,Ramsaur 1,Southern,Los Angeles,Ramsaur,Los Angeles,33.94313431,-118.24877167,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705936&config=WellFinder,161895.29080000147,-450979.7357999999
0403705935,Inaccessible,Oil & Gas,Southwest Petroleum Syndicate,Any Field,Harris 1,Southern,Los Angeles,Harris,Downey,33.95998764,-118.11227417,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705935&config=WellFinder,174475.12060000002,-448868.6308000004
0403705932,Inaccessible,Oil & Gas,Southern California Oil Co.,Any Field,1,Southern,Los Angeles,Unspecified,Los Angeles County,34.00866699,-118.05873871,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705932&config=WellFinder,179311.9279000014,-443370.31060000043
0403705920,Tier 3,Oil & Gas,Silverado Oil Co.,Any Field,1,Southern,Los Angeles,Unspecified,Long Beach,33.81106186,-118.20449066,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705920&config=WellFinder,166265.79930000007,-465548.30040000007
0403705867,Inaccessible,Oil & Gas,Shamrock Syndicate,Any Field,1,Southern,Los Angeles,Unspecified,Santa Fe Springs,33.92306137,-118.06361389,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705867&config=WellFinder,179055.59820000082,-452872.7559000002
0403705859,Inaccessible,Oil & Gas,Sentinel Oil Co.,Any Field,1,Southern,Los Angeles,Unspecified,Los Angeles,33.96822739,-118.40312195,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705859&config=WellFinder,147580.7553000003,-448448.8381000003
0403705857,Inaccessible,Oil & Gas,Security Oil Syndicate,Any Field,1,Southern,Los Angeles,Unspecified,Norwalk,33.92607498,-118.07006836,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705857&config=WellFinder,178452.04300000146,-452550.74619999994
0403705846,Inaccessible,Oil & Gas,Santa Fe Springs Mutual Oil Syndicate,Any Field,1,Southern,Los Angeles,Unspecified,Los Angeles,34.05830383,-118.21086884,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705846&config=WellFinder,165157.78489999846,-438141.70249999966
0403705845,Inaccessible,Oil & Gas,Santa Fe Done Oil Co.,Any Field,Meyer 1,Southern,Los Angeles,Meyer,Los Angeles County,33.92268753,-118.05467224,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705845&config=WellFinder,179883.1528000012,-452897.2846999997
0403705844,Inaccessible,Oil & Gas,Santa Fe Dome Oil Co. #2,Any Field,1,Southern,Los Angeles,Unspecified,Los Angeles County,33.92303848,-118.05471039,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705844&config=WellFinder,179878.82699999958,-452858.44039999973
0403705843,Inaccessible,Oil & Gas,Santa Fe Chief Oil synd.,Any Field,1,Southern,Los Angeles,Unspecified,Downey,33.95489883,-118.10462189,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705843&config=WellFinder,175193.57550000027,-449418.8432
0403705842,Inaccessible,Oil & Gas,Santa Fe Ball Oil Co.,Any Field,1,Southern,Los Angeles,Unspecified,Norwalk,33.92017365,-118.08253479,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705842&config=WellFinder,177312.73050000146,-453228.53450000007
0403705838,Inaccessible,Oil & Gas,San Pedro Oil Co.,Any Field,1,Southern,Los Angeles,Unspecified,Los Angeles,33.73530197,-118.31880188,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705838&config=WellFinder,155830.6662000008,-474142.3618000001
0403705821,Inaccessible,Oil & Gas,Lyle W. rucker,Any Field,1,Southern,Los Angeles,Unspecified,Calabasas,34.1378746,-118.63741302,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705821&config=WellFinder,125659.3060999997,-429969.9650999997
0403705820,Inaccessible,Oil & Gas,Rucker and Croul,Any Field,2,Southern,Los Angeles,Unspecified,Los Angeles County,33.97744751,-117.91449738,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705820&config=WellFinder,192709.33029999956,-446549.4479
0403705804,Inaccessible,Oil & Gas,Rio Grande Oil Co.,Any Field,Osborne 1,Southern,Los Angeles,Osborne,Downey,33.95626068,-118.11802673,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705804&config=WellFinder,173951.7126000002,-449292.50349999964
0403705801,Inaccessible,Oil & Gas,Richgrove Oil Co.,Any Field,1,Southern,Los Angeles,Unspecified,Los Angeles,34.1486969,-118.5569458,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705801&config=WellFinder,133061.18499999866,-428659.6819000002
0403705659,Inaccessible,Oil & Gas,Miller & Haley,Any Field,1,Southern,Los Angeles,Unspecified,Long Beach,33.79298782,-118.19712067,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705659&config=WellFinder,166986.29309999943,-467539.3518000003
0403705643,Inaccessible,Oil & Gas,McKeon Oil Co.,Any Field,Malibou 1,Southern,Los Angeles,Malibou,Malibu,34.02084732,-118.82626343,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705643&config=WellFinder,108405.14519999921,-443184.00019999966
0403705599,Tier 2,Oil & Gas,"Lynwood Consolidated Oil Interest, Inc.",Any Field,1,Southern,Los Angeles,Unspecified,Lynwood,33.917672,-118.207708,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705599&config=WellFinder,165744.4028000012,-453732.4090999998
0403705594,Inaccessible,Oil & Gas,Los Nogales Co.,Any Field,1,Southern,Los Angeles,Unspecified,Diamond Bar,34.00787354,-117.81847382,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705594&config=WellFinder,201503.0826999992,-442975.7703999998
0403705592,Inaccessible,Oil & Gas,Los Gatos Oil Co.,Any Field,Sing 1,Southern,Los Angeles,Sing,El Monte,34.08427811,-118.0409317,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705592&config=WellFinder,180783.19559999928,-434950.8742000004
0403705590,Inaccessible,Oil & Gas,Los Angeles Harbor Oil Dev. Co.,Any Field,1,Southern,Los Angeles,Unspecified,Los Angeles,33.71640015,-118.30254364,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705590&config=WellFinder,157374.99969999865,-476211.15079999994
0403705473,Inaccessible,Oil & Gas,Mark L. Hawley,Any Field,1-A,Southern,Los Angeles,Unspecified,Norwalk,33.89146805,-118.07009125,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705473&config=WellFinder,178528.05319999903,-456388.2843000004
0403705472,Inaccessible,Oil & Gas,Mark L. Hawley,Any Field,1,Southern,Los Angeles,Unspecified,Norwalk,33.89080429,-118.07012939,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705472&config=WellFinder,178526.0240000002,-456461.95770000014
0403705326,Inaccessible,Oil & Gas,C.M. Cotton-V.L. Fleming,Any Field,1,Southern,Los Angeles,Unspecified,Los Angeles,34.27791214,-118.32163239,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705326&config=WellFinder,154502.8990000002,-413968.5881000003
0403705286,Inaccessible,Oil & Gas,Clearwater Oil Co. Ltd.,Any Field,1,Southern,Los Angeles,Unspecified,Bellflower,33.8976593,-118.14080811,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705286&config=WellFinder,171973.75459999964,-455832.4721999997
0403705244,Inaccessible,Oil & Gas,California Pacific Oil Co.,Any Field,2,Southern,Los Angeles,Unspecified,Los Angeles,34.07001114,-118.18734741,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705244&config=WellFinder,167303.98220000044,-436802.00179999974
0403705242,Tier 4,Oil & Gas,California Newhall Oil Co.,Any Field,Well No. 1,Northern,Los Angeles,Well No.,Santa Clarita,34.36670303,-118.48471069,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705242&config=WellFinder,139334.6510999985,-404370.4138000002
0403705121,Tier 4,Dry Hole,Otis G. Andrews & Sons,Any Field,1,Southern,Los Angeles,Unspecified,Los Angeles County,34.77197647,-118.23532867,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403705121&config=WellFinder,161426.13109999895,-359001.3043999998
0403701167,Tier 2,Oil & Gas,"Liu, Cheng and Lin",Canoga Park,Lucky Star 1,Southern,Los Angeles,Lucky Star,Los Angeles County,34.19455338,-118.66398621,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403701167&config=WellFinder,123120.27569999918,-423717.3859000001
0403700517,Tier 3,Oil & Gas,Caltico Oil Corp.,Placerita,Sindell Community 1,Northern,Los Angeles,Sindell Community,Santa Clarita,34.39318085,-118.48793793,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403700517&config=WellFinder,138991.06819999963,-401437.3618000001
0403700516,Tier 3,Water Disposal,Caltico Oil Corp.,Placerita,Pleasant Community 1,Northern,Los Angeles,Pleasant Community,Santa Clarita,34.39383698,-118.48747253,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403700516&config=WellFinder,139032.68299999833,-401363.8789999997
0402952492,Tier 3,Oil & Gas,"Little Creek Properties, Inc.",Mount Poso,Salisbury 27-5,Central,Kern,Salisbury,Kern County,35.64367294,-118.95375061,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402952492&config=WellFinder,94643.17300000042,-263181.1168999998
0402935912,Tier 2,Oil & Gas,"Caleco, LLC",Midway-Sunset,Wellington-Maricopa 5,Central,Kern,Wellington-Maricopa,Kern County,35.0574379,-119.35427094,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402935912&config=WellFinder,58856.925000000745,-328610.62799999956
0402935911,Tier 1,Oil & Gas,"Caleco, LLC",Midway-Sunset,Wellington-Maricopa 4,Central,Kern,Wellington-Maricopa,Kern County,35.05570602,-119.35582733,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402935911&config=WellFinder,58716.37469999865,-328803.88910000026
0402935910,Tier 2,Oil & Gas,"Caleco, LLC",Midway-Sunset,Wellington-Maricopa 3,Central,Kern,Wellington-Maricopa,Kern County,35.05714798,-119.354599,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402935910&config=WellFinder,58827.243200000376,-328643.0223000003
0402935909,Tier 2,Oil & Gas,"Caleco, LLC",Midway-Sunset,Wellington-Maricopa 2,Central,Kern,Wellington-Maricopa,Kern County,35.0561676,-119.35456848,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402935909&config=WellFinder,58830.7659999989,-328751.85809999984
0402935908,Tier 2,Oil & Gas,"Caleco, LLC",Midway-Sunset,Wellington-Maricopa 1,Central,Kern,Wellington-Maricopa,Kern County,35.05518341,-119.35456848,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402935908&config=WellFinder,58831.51000000164,-328861.13570000045
0402925864,Tier 4,Oil & Gas,"Caleco, LLC",Cymric,Temblor 25-X,Central,Kern,Temblor,Kern County,35.40443802,-119.74513245,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402925864&config=WellFinder,23127.924699999392,-290245.2591000004
0402925863,Tier 3,Oil & Gas,"Caleco, LLC",Cymric,Temblor 18,Central,Kern,Temblor,Kern County,35.40299988,-119.74681854,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402925863&config=WellFinder,22975.355099998415,-290405.39630000014
0402925859,Tier 3,Oil & Gas,"Caleco, LLC",Cymric,Temblor 1,Central,Kern,Temblor,Kern County,35.40289307,-119.74829102,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402925859&config=WellFinder,22841.771099999547,-290417.6149000004
0402925327,Tier 2,Oil & Gas,"Caleco, LLC",Midway-Sunset,Sheehan 5,Central,Kern,Sheehan,Kern County,35.05192184,-119.35900879,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402925327&config=WellFinder,58429.23530000076,-329226.0230999999
0402925326,Tier 2,Oil & Gas,"Caleco, LLC",Midway-Sunset,Sheehan 4,Central,Kern,Sheehan,Kern County,35.0524559,-119.36180878,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402925326&config=WellFinder,58173.613299999386,-329168.4467000002
0402925324,Tier 2,Oil & Gas,"Caleco, LLC",Midway-Sunset,Sheehan 3,Central,Kern,Sheehan,Kern County,35.05016327,-119.36179352,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402925324&config=WellFinder,58176.71790000051,-329422.99430000037
0402925323,Tier 2,Oil & Gas,"Caleco, LLC",Midway-Sunset,Sheehan 2,Central,Kern,Sheehan,Kern County,35.05129623,-119.36179352,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402925323&config=WellFinder,58175.870999999344,-329297.1986999996
0402925322,Tier 2,Oil & Gas,"Caleco, LLC",Midway-Sunset,Sheehan 1,Central,Kern,Sheehan,Kern County,35.05048752,-119.35861969,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402925322&config=WellFinder,58465.77969999984,-329385.0395999998
0402925320,Tier 2,Oil & Gas,"Caleco, LLC",Midway-Sunset,Maricopa 5,Central,Kern,Maricopa,Kern County,35.04885864,-119.36397552,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402925320&config=WellFinder,57978.79289999977,-329569.18730000034
0402925317,Tier 2,Oil & Gas,"Caleco, LLC",Midway-Sunset,Maricopa 2,Central,Kern,Maricopa,Kern County,35.05021667,-119.36318207,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402925317&config=WellFinder,58050.107000000775,-329417.9162999997
0402925316,Tier 2,Oil & Gas,"Caleco, LLC",Midway-Sunset,Maricopa 1,Central,Kern,Maricopa,Kern County,35.05130768,-119.3631134,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402925316&config=WellFinder,58055.55270000175,-329296.73649999965
0402919227,Tier 3,Oil & Gas,"Caleco, LLC",Midway-Sunset,Essex 20-B,Central,Kern,Essex,Kern County,35.07459259,-119.36921692,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402919227&config=WellFinder,57482.00230000168,-326715.04310000036
0402919226,Tier 3,Oil & Gas,"Caleco, LLC",Midway-Sunset,Essex 19-B,Central,Kern,Essex,Kern County,35.07450485,-119.37063599,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402919226&config=WellFinder,57352.754399999976,-326725.64470000006
0402919225,Tier 2,Oil & Gas,"Caleco, LLC",Midway-Sunset,Essex 18-B,Central,Kern,Essex,Kern County,35.07564545,-119.37070465,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402919225&config=WellFinder,57345.65720000118,-326599.0398000004
0402919223,Tier 3,Oil & Gas,"Caleco, LLC",Midway-Sunset,Essex 16-B,Central,Kern,Essex,Kern County,35.07563019,-119.36782837,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402919223&config=WellFinder,57607.76550000161,-326598.9905000003
0402919218,Tier 3,Oil & Gas,"Caleco, LLC",Midway-Sunset,Essex 10-B,Central,Kern,Essex,Kern County,35.07585907,-119.36921692,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402919218&config=WellFinder,57481.066700000316,-326574.4195999997
0402919217,Tier 3,Oil & Gas,"Caleco, LLC",Midway-Sunset,Essex 9-B,Central,Kern,Essex,Kern County,35.07586288,-119.37091827,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402919217&config=WellFinder,57326.031100001186,-326575.02660000045
0402919212,Tier 3,Oil & Gas,"Caleco, LLC",Midway-Sunset,Essex 4-B,Central,Kern,Essex,Kern County,35.07447433,-119.36751556,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402919212&config=WellFinder,57637.126099999994,-326727.1412000004
0402919210,Tier 3,Oil & Gas,"Caleco, LLC",Midway-Sunset,Essex 2-B,Central,Kern,Essex,Kern County,35.07570267,-119.36759949,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402919210&config=WellFinder,57628.56819999963,-326590.8036000002
0402911301,Tier 3,Oil & Gas,"Caleco, LLC",Cymric,Fee 16-103,Central,Kern,Fee,Kern County,35.40202332,-119.72796631,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402911301&config=WellFinder,24686.35240000114,-290509.11950000003
0402911300,Tier 3,Oil & Gas,"Caleco, LLC",Cymric,Fee 16-102,Central,Kern,Fee,Kern County,35.4023056,-119.72941589,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402911300&config=WellFinder,24554.723700001836,-290478.1445000004
0402911299,Tier 3,Oil & Gas,"Caleco, LLC",Cymric,Fee 16-101,Central,Kern,Fee,Kern County,35.40158844,-119.73057556,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402911299&config=WellFinder,24449.718600001186,-290558.0954999998
0402908277,Tier 1,Oil & Gas,"Maranatha Petroleum, Inc.",Fruitvale,Smith Fee 1,Central,Kern,Smith Fee,Kern County,35.38647079,-119.05449677,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402908277&config=WellFinder,85815.0604000017,-291843.96470000036
0402908209,Tier 1,Oil & Gas,"Maranatha Petroleum, Inc.",Fruitvale,Pace Fee 11,Central,Kern,Pace Fee,Kern County,35.3898735,-119.04515839,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402908209&config=WellFinder,86658.77760000154,-291457.5701000001
0402908206,Tier 1,Water Disposal,"Maranatha Petroleum, Inc.",Fruitvale,Pace Fee 8,Central,Kern,Pace Fee,Kern County,35.38916779,-119.04715729,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402908206&config=WellFinder,86478.15920000151,-291537.77049999963
0402908202,Tier 2,Oil & Gas,"Maranatha Petroleum, Inc.",Fruitvale,Pace Fee 4,Central,Kern,Pace Fee,Kern County,35.3902359,-119.04650879,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402908202&config=WellFinder,86535.8200000003,-291418.5558000002
0402900394,Tier 3,Oil & Gas,"Little Creek Properties, Inc.",Mount Poso,Salisbury 27-11,Central,Kern,Salisbury,Kern County,35.64489365,-118.95684052,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402900394&config=WellFinder,94362.18409999833,-263048.60360000003
0402900364,Tier 3,Oil & Gas,"Little Creek Properties, Inc.",Mount Poso,Salisbury 27-4,Central,Kern,Salisbury,Kern County,35.6440773,-118.95332336,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402900364&config=WellFinder,94681.32389999926,-263135.7751000002
0402900363,Tier 3,Oil & Gas,"Little Creek Properties, Inc.",Mount Poso,Salisbury 27-3,Central,Kern,Salisbury,Kern County,35.64324188,-118.95331573,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402900363&config=WellFinder,94683.03860000148,-263228.5636
0402900106,Tier 3,Oil & Gas,"Little Creek Properties, Inc.",Mount Poso,Williams-Scott E-1,Central,Kern,Williams-Scott,Kern County,35.6388855,-118.95562744,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402900106&config=WellFinder,94479.26300000027,-263714.7637
0402900035,Tier 1,Oil & Gas,"Maranatha Petroleum, Inc.",Fruitvale,Pace Fee 9,Central,Kern,Pace Fee,Kern County,35.39052582,-119.04572296,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402900035&config=WellFinder,86606.81199999899,-291385.63999999966
